Name	Smiles	Odor	Reference
(Z)-4-hepten-1-ol	CC/C=C\CCCO	green	The Good Scents Company Information System
hexanol	CCCCCCO	green	The Good Scents Company Information System
hexyl 2-methyl-3-pentenoate	CCCCCCOC(=O)C(C)/C=C/C	green	The Good Scents Company Information System
jasmin absolute (from chassis)	C/C=C/CC1=C(CCC1)C	green	The Good Scents Company Information System
(Z)-jasmone	CC/C=C\CC1=C(CCC1=O)C	green	The Good Scents Company Information System
jasmopyrane (Givaudan)	CCCCCC1COCCC1OC(=O)C	green	The Good Scents Company Information System
mandarine undecenal	C/C=C/CCCCCCCC=O	green	The Good Scents Company Information System
(-)-menthone	C[C@@H]1CC[C@H](C(=O)C1)C(C)C	green	The Good Scents Company Information System
homomenthyl acetate	CC1CC(CC(C1)(C)C)OC(=O)C	green	The Good Scents Company Information System
methoxymelonal	CC(CCCC(C)(C)OC)C=O	green	The Good Scents Company Information System
2-methoxy-3-methyl pyrazine	CC1=NC=CN=C1OC	green	The Good Scents Company Information System
methyl (Z)-4-decenoate	CCCCC/C=C\CCC(=O)OC	green	The Good Scents Company Information System
4-methyl-2-(2-methyl-1-propenyl)-1,3-dioxane	CC1CCOC(O1)C=C(C)C	green	The Good Scents Company Information System
(4E,9Z)-13-methyloxacyclopentadeca-4,9-dien-2-one	CC1CC/C=C\CCC/C=C/CC(=O)OCC1	green	The Good Scents Company Information System
4-methyl thiazole	CC1=CSC=N1	green	The Good Scents Company Information System
2-nonanone	CCCCCCCC(=O)C	green	The Good Scents Company Information System
2,4-octadienal	CCC/C=C/C=C/C=O	green	The Good Scents Company Information System
3-octyl acetate	CCCCCC(CC)OC(=O)C	green	The Good Scents Company Information System
octyl 2-furoate	CCCCCCCCOC(=O)C1=CC=CO1	green	The Good Scents Company Information System
phenethyl hexanoate	CCCCCC(=O)OCCC1=CC=CC=C1	green	The Good Scents Company Information System
phenyl pyruvic acid	C1=CC=C(C=C1)CC(=O)C(=O)O	green	The Good Scents Company Information System
beta-pinene	CC1(C2CCC(=C)C1C2)C	green	The Good Scents Company Information System
laevo-beta-pinene	CC1(C2CCC(=C)C1C2)C 	green	The Good Scents Company Information System
pinocarveol	CC1(C2CC1C(=C)C(C2)O)C 	green	The Good Scents Company Information System
iso propyl butyrate	CCCC(=O)OC(C)C	green	The Good Scents Company Information System
rhodinyl phenyl acetate	C[C@@H](CCCC(=C)C)CCOC(=O)CC1=CC=CC=C1	green	The Good Scents Company Information System
(E)-2-tetradecenal	CCCCCCCCCCC/C=C/C=O	green	The Good Scents Company Information System
undecanal	CCCCCCCCCCC=O	green	The Good Scents Company Information System
waxy lactone	CC/C=C\CCC1(CCC(=O)O1)C	green	The Good Scents Company Information System
allyl cyclohexyl propionate	C=CCOC(=O)CCC1CCCCC1	green	The Good Scents Company Information System
cassyrane	CCCC1(C=CC(O1)C)C(C)(C)C	green	The Good Scents Company Information System
beta-cyclocitral	CC1=C(C(CCC1)(C)C)C=O	green	The Good Scents Company Information System
decanal diethyl acetal	CCCCCCCCCC(OCC)OCC	green	The Good Scents Company Information System
dimethyl octanol	CC(C)CCCC(C)CCO	green	The Good Scents Company Information System
2-ethyl-4-methyl-1,3-oxathiane	CCC1OCCC(S1)C 	green	The Good Scents Company Information System
linalyl formate	CC(=CCCC(C)(C=C)OC=O)C	green	The Good Scents Company Information System
methyl nonanoate	CCCCCCCCC(=O)OC	green	The Good Scents Company Information System
3-methyl-1-pentanol	CCC(C)CCO	green	The Good Scents Company Information System
2-methyl pyrazine	CC1=NC=CN=C1	green	The Good Scents Company Information System
octyl propionate	CCCCCCCCOC(=O)CC	green	The Good Scents Company Information System
phenoxyethyl isobutyrate	CC(C)C(=O)OCCOC1=CC=CC=C1	green	The Good Scents Company Information System
(Z)-8-tetradecenal	CCCCC/C=C\CCCCCCC=O	green	The Good Scents Company Information System
ambroxan	C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CCO3)C)(C)C	green	The Good Scents Company Information System
iso amyl butyrate	CCCC(=O)OCCC(C)C	green	The Good Scents Company Information System
iso amyl formate	CC(C)CCOC=O	green	The Good Scents Company Information System
citronellyl formate	CC(CCC=C(C)C)CCOC=O	green	The Good Scents Company Information System
delta-undecalactone	CCCCCCC1CCCC(=O)O1	green	The Good Scents Company Information System
